Entry	Gene ontology IDs	Cross-reference (InterPro)
Q9C035	GO:0000209; GO:0000932; GO:0002218; GO:0003713; GO:0004842; GO:0005654; GO:0005737; GO:0005829; GO:0006914; GO:0008270; GO:0010468; GO:0010508; GO:0016032; GO:0016567; GO:0019901; GO:0030674; GO:0031664; GO:0032880; GO:0038187; GO:0042802; GO:0042803; GO:0043123; GO:0043410; GO:0045087; GO:0046596; GO:0046597; GO:0051091; GO:0051092; GO:0051607; GO:0060333; GO:0061630; GO:0070534; GO:1902187	IPR001870;IPR043136;IPR003879;IPR013320;IPR003877;IPR027370;IPR000315;IPR001841;IPR013083;IPR017907;
Q9C037	GO:0005737; GO:0005829; GO:0005886; GO:0008270; GO:0010468; GO:0016567; GO:0042802; GO:0045087; GO:0061630	IPR001870;IPR043136;IPR003879;IPR013320;IPR035829;IPR003877;IPR000315;IPR001841;IPR013083;IPR017907;
Q9C056	GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0006357; GO:0010454; GO:0010455; GO:0022010; GO:0030154; GO:0031018; GO:0031641; GO:0045686; GO:0045687; GO:0045892; GO:0050885; GO:1990837	IPR009057;IPR017970;IPR001356;IPR020479;IPR000047;
Q9C086	GO:0005654; GO:0005730; GO:0006281; GO:0006310; GO:0016579; GO:0031011; GO:0043044; GO:0046872	IPR029523;IPR006880;IPR007529;
Q9C0A1	GO:0000785; GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0007420; GO:0008270; GO:0030534; GO:0045664; GO:0051930	IPR009057;IPR017970;IPR001356;IPR003604;IPR027028;IPR036236;IPR013087;
Q9C0B0	GO:0001701; GO:0001764; GO:0003723; GO:0005737; GO:0005844; GO:0046872; GO:0048667; GO:1905538; GO:1990715; GO:2000766	IPR040594;IPR000571;IPR036855;
Q9C0C6	GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0042754; GO:0045892; GO:0048511	IPR031602;
Q9C0C9	GO:0003723; GO:0004842; GO:0004869; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006513; GO:0016604; GO:0030513; GO:0042147; GO:0043066; GO:0061630; GO:0061631; GO:0070534	IPR000608;IPR016135;
Q9C0D4	GO:0000977; GO:0000981; GO:0005634; GO:0006325; GO:0006357; GO:0046872	IPR036236;IPR013087;
Q9C0F3	GO:0000122; GO:0000977; GO:0000981; GO:0001227; GO:0005654; GO:0005829; GO:0006357; GO:0046872	IPR001909;IPR036051;IPR036236;IPR013087;
Q9C0G0	GO:0003677; GO:0005634; GO:0008270; GO:0010468; GO:0045944	IPR003604;IPR036236;IPR013087;
Q9C0H6	GO:0003779; GO:0005737; GO:0015630; GO:0034451	IPR011705;IPR000210;IPR015915;IPR006652;IPR011333;
Q9C0J9	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001102; GO:0001227; GO:0005634; GO:0006357; GO:0009952; GO:0010832; GO:0010944; GO:0032922; GO:0042803; GO:0042826; GO:0043425; GO:0043426; GO:0045892; GO:0046982; GO:0050767; GO:0070888; GO:1990837	IPR011598;IPR036638;IPR003650;
Q9C0K0	GO:0000978; GO:0001228; GO:0003334; GO:0003382; GO:0003700; GO:0005634; GO:0006357; GO:0008285; GO:0010837; GO:0019216; GO:0021773; GO:0021902; GO:0031077; GO:0033077; GO:0033153; GO:0035701; GO:0042475; GO:0043005; GO:0043066; GO:0043368; GO:0045664; GO:0045944; GO:0046632; GO:0046872; GO:0048538; GO:0071678; GO:0097535; GO:1990837	IPR036236;IPR013087;
Q9C0K3	GO:0003779; GO:0005524; GO:0070062	IPR004000;IPR043129;
Q9GZN1	GO:0000812; GO:0005634; GO:0005737; GO:0005856; GO:0031491; GO:0043486	IPR004000;IPR030054;IPR043129;
Q9GZN2	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0005654; GO:0005813; GO:0006355; GO:0006357; GO:0010470; GO:0038092; GO:0045666; GO:0060041; GO:1990837	IPR009057;IPR001356;IPR008422;
Q9GZQ3	GO:0005634; GO:0005654; GO:0005829	IPR017920;IPR037357;
Q9GZR2	GO:0000726; GO:0000737; GO:0000738; GO:0003690; GO:0003697; GO:0003723; GO:0004519; GO:0004527; GO:0005634; GO:0005654; GO:0005730; GO:0006355; GO:0006364; GO:0008408; GO:0016607	IPR013520;IPR034920;IPR037431;IPR012337;IPR036397;
Q9GZS3	GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006366; GO:0006368; GO:0016055; GO:0016567; GO:0016593; GO:0035327; GO:0043928; GO:0045638; GO:0051571; GO:0055087; GO:0080182; GO:2001162	IPR020472;IPR015943;IPR001680;IPR019775;IPR017986;IPR036322;
Q9GZT8	GO:0005634; GO:0005737; GO:0005739; GO:0008134; GO:0030182; GO:0042802; GO:0045893; GO:1903507	IPR002678;IPR036069;IPR017222;
Q9GZT9	GO:0001666; GO:0005634; GO:0005737; GO:0005829; GO:0008198; GO:0016706; GO:0018401; GO:0019899; GO:0031418; GO:0031543; GO:0031545; GO:0032364; GO:0043433; GO:0045765; GO:0051344; GO:0061418; GO:0071456; GO:0071731	IPR005123;IPR006620;IPR002893;
Q9GZU2	GO:0000122; GO:0000977; GO:0000981; GO:0001227; GO:0005634; GO:0005776; GO:0006357; GO:0006915; GO:0010468; GO:0045944; GO:0046872	IPR003309;IPR038269;IPR036236;IPR013087;
Q9GZU7	GO:0004721; GO:0005634; GO:0005654; GO:0006357; GO:0006470; GO:0008420; GO:0046872; GO:0070062; GO:0106306; GO:0106307	IPR011948;IPR004274;IPR036412;IPR023214;IPR040078;
Q9GZV1	GO:0000122; GO:0000791; GO:0005634; GO:0005829; GO:0006357; GO:0006936; GO:0007517; GO:0008307; GO:0016605; GO:0031674; GO:0043231; GO:0043422; GO:0043619; GO:0045662; GO:0061629	IPR002110;IPR020683;IPR036770;
Q9GZV5	GO:0000122; GO:0001649; GO:0001894; GO:0001933; GO:0003015; GO:0003713; GO:0003714; GO:0005634; GO:0005654; GO:0005667; GO:0005737; GO:0005829; GO:0005886; GO:0006355; GO:0006367; GO:0006469; GO:0007399; GO:0008284; GO:0010718; GO:0016567; GO:0016604; GO:0017145; GO:0031146; GO:0032835; GO:0035264; GO:0035329; GO:0042803; GO:0045599; GO:0045669; GO:0045944; GO:0048762; GO:0060271; GO:0060390; GO:0060993; GO:0072307; GO:0090090; GO:1900182	IPR001202;IPR036020;
Q9GZV8	GO:0000122; GO:0000902; GO:0000977; GO:0001708; GO:0001827; GO:0003723; GO:0005634; GO:0005654; GO:0006357; GO:0007281; GO:0007566; GO:0008168; GO:0009566; GO:0010468; GO:0030718; GO:0031490; GO:0034972; GO:0035019; GO:0040037; GO:0044030; GO:0046872; GO:0048873; GO:0060817; GO:1902093; GO:1902459	IPR044408;IPR001214;IPR036236;IPR013087;
Q9GZW5	GO:0000978; GO:0000981; GO:0005634; GO:0006357	IPR003309;IPR038269;
Q9GZX5	GO:0000122; GO:0000978; GO:0001162; GO:0001227; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0006355; GO:0006357; GO:0016363; GO:0016604; GO:0017053; GO:0045892; GO:0046872	IPR001909;IPR036051;IPR036236;IPR013087;
Q9GZZ0	GO:0000785; GO:0000978; GO:0000981; GO:0005634; GO:0005654; GO:0006357; GO:0019233; GO:0030182; GO:0048706; GO:1990837	IPR009057;IPR017970;IPR001356;IPR020479;
Q9H000	GO:0003723; GO:0016567; GO:0046872; GO:0061630	IPR026293;IPR041367;IPR018957;IPR000571;IPR036855;IPR001841;IPR013083;IPR017907;
Q9H009	GO:0005634; GO:0005737; GO:0005854; GO:0006612; GO:0051082	IPR016641;IPR044034;IPR038187;IPR002715;
Q9H015	GO:0000166; GO:0005524; GO:0005739; GO:0005886; GO:0005887; GO:0006641; GO:0006814; GO:0007589; GO:0008513; GO:0009437; GO:0015171; GO:0015226; GO:0015293; GO:0015491; GO:0015651; GO:0015695; GO:0015697; GO:0015879; GO:0016324; GO:0030165; GO:0042908; GO:0089718	IPR020846;IPR005828;IPR036259;IPR004749;IPR005829;
Q9H063	GO:0000994; GO:0001002; GO:0001003; GO:0001006; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0016479; GO:0016480; GO:0043231	IPR015257;IPR038564;
Q9H0A0	GO:0000049; GO:0000154; GO:0000781; GO:0003723; GO:0005524; GO:0005634; GO:0005654; GO:0005697; GO:0005730; GO:0006473; GO:0008080; GO:0010824; GO:0016020; GO:0030496; GO:0032211; GO:0045727; GO:0051391; GO:0070182; GO:0106162; GO:1904812; GO:1990883	IPR016181;IPR000182;IPR007807;IPR033688;IPR032672;IPR013562;IPR027992;
Q9H0A8	GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0043231	IPR017920;IPR037356;
Q9H0B3	GO:0005634; GO:0005739	IPR000048;IPR040124;IPR027417;
Q9H0C5	GO:0000932; GO:0005654; GO:0005829; GO:0007517; GO:0016567; GO:0022008; GO:0032991; GO:0036464; GO:0042802; GO:0043393; GO:0043687; GO:0097602	IPR011705;IPR000210;IPR012983;IPR038648;IPR011333;
Q9H0D2	GO:0000118; GO:0003714; GO:0005634; GO:0005667; GO:0006357; GO:0007275; GO:0007283; GO:0016575; GO:0030154; GO:0045892; GO:0046872	IPR000949;IPR009057;IPR001005;IPR017884;IPR036236;IPR013087;
Q9H0D6	GO:0000175; GO:0000738; GO:0000956; GO:0001147; GO:0003723; GO:0004518; GO:0004534; GO:0005634; GO:0005654; GO:0005730; GO:0006364; GO:0006396; GO:0006397; GO:0006401; GO:0007283; GO:0008409; GO:0016020; GO:0016070; GO:0016235; GO:0021766; GO:0030182; GO:0042802; GO:0046872; GO:0060041	IPR027073;IPR004859;IPR041412;IPR017151;
Q9H0E3	GO:0000122; GO:0016607; GO:0070822	IPR024137;IPR031963;
Q9H0E9	GO:0000812; GO:0005654; GO:0005739; GO:0007166; GO:0016573; GO:0030374; GO:0035267; GO:0040008; GO:0043967; GO:0043968; GO:0045944; GO:0046966; GO:0097067	IPR038002;IPR037966;IPR001487;IPR036427;
Q9H0J9	GO:0003723; GO:0003950; GO:0005634; GO:0046872; GO:0070213; GO:0140289; GO:1990404	IPR012317;IPR036388;IPR004170;IPR037197;IPR000571;
Q9H0M0	GO:0000151; GO:0000209; GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0007165; GO:0007417; GO:0016567; GO:0034220; GO:0043161; GO:0045732; GO:0045892; GO:0046718; GO:0061630; GO:0070062	IPR000008;IPR035892;IPR024928;IPR000569;IPR035983;IPR001202;IPR036020;
Q9H0M5	GO:0000977; GO:0000981; GO:0005634; GO:0006357; GO:0046872	IPR001909;IPR036051;IPR036236;IPR013087;
Q9H0N5	GO:0004505; GO:0005634; GO:0006729; GO:0008124; GO:0042802; GO:0045893	IPR036428;IPR001533;
Q9H0W7	GO:0003677; GO:0005634; GO:0005730; GO:0046872	IPR026521;IPR006612;IPR038441;
Q9H116	GO:0000122; GO:0000978; GO:0000981; GO:0001227; GO:0001658; GO:0005654; GO:0005730; GO:0005737; GO:0006355; GO:0043565; GO:0045892; GO:0046872	IPR000210;IPR011333;IPR036236;IPR013087;
Q9H147	GO:0000118; GO:0003677; GO:0005634; GO:0005654; GO:0005694; GO:0005730; GO:0031491; GO:0042803	IPR041384;IPR026064;
Q9H161	GO:0000785; GO:0000977; GO:0000981; GO:0001228; GO:0001501; GO:0001942; GO:0003677; GO:0005634; GO:0005654; GO:0005667; GO:0006357; GO:0007517; GO:0009791; GO:0009952; GO:0035115; GO:0035116; GO:0042733; GO:0042981; GO:0048565; GO:0048704; GO:0060021; GO:0071837; GO:1990837	IPR033203;IPR009057;IPR017970;IPR001356;IPR003654;
Q9H165	GO:0000122; GO:0000978; GO:0001067; GO:0001227; GO:0003700; GO:0003712; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0010628; GO:0010976; GO:0010977; GO:0014069; GO:0016925; GO:0019901; GO:0030517; GO:0032463; GO:0042803; GO:0045944; GO:0046872; GO:0046982; GO:0048671; GO:0048672; GO:0050773; GO:1903860; GO:1904800; GO:1905232; GO:2000171; GO:2000173	IPR036236;IPR013087;
Q9H171	GO:0002218; GO:0003677; GO:0003692; GO:0003725; GO:0005634; GO:0005737; GO:0005829; GO:0006915; GO:0016032; GO:0032479; GO:0032481; GO:0042802; GO:0043065; GO:0045087; GO:0050727; GO:0050729; GO:0051607; GO:0060340; GO:0060545; GO:0070269; GO:2000659	IPR036388;IPR036390;IPR042371;IPR042361;
Q9H175	GO:0000785; GO:0000981; GO:0001228; GO:0003700; GO:0005634; GO:0006357; GO:0006915; GO:0010923; GO:0019902; GO:0043565; GO:0045944	IPR031972;IPR023260;
Q9H1B7	GO:0000122; GO:0003714; GO:0005615; GO:0005634; GO:0005654; GO:0006357; GO:0007399; GO:0045944; GO:0046543; GO:0046872; GO:0061630	IPR022750;
Q9H1D9	GO:0003690; GO:0003899; GO:0005654; GO:0005666; GO:0005829; GO:0006359; GO:0006383; GO:0032481; GO:0032728; GO:0045087; GO:0045089; GO:0051607	IPR007832;IPR016049;IPR036388;IPR036390;
Q9H1E3	GO:0000724; GO:0000785; GO:0001678; GO:0003682; GO:0003690; GO:0003697; GO:0003713; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006275; GO:0006325; GO:0006357; GO:0008134; GO:0019046; GO:0031297; GO:0035822; GO:0036297; GO:0043923; GO:0044829; GO:0045944; GO:0046626; GO:0046628; GO:0060382; GO:0071481; GO:1990968; GO:1990969	IPR026633;
Q9H1I8	GO:0005634; GO:0005654; GO:0006307; GO:0006355; GO:0016607; GO:0043130; GO:0099053	IPR041800;IPR003892;IPR009060;
Q9H1K0	GO:0005768; GO:0005829; GO:0005886; GO:0007596; GO:0008270; GO:0010008; GO:0015031; GO:0016197; GO:0031901; GO:0034498; GO:0043231; GO:0070062; GO:0090160; GO:1903358	IPR021565;IPR036531;IPR013087;IPR000306;IPR017455;IPR011011;IPR013083;
Q9H204	GO:0003779; GO:0005654; GO:0016020; GO:0016592; GO:0019827; GO:0030864; GO:0051151	IPR021640;
Q9H2A3	GO:0000785; GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0030182; GO:0046983; GO:0051091; GO:0070888; GO:1990837	IPR011598;IPR036638;IPR032655;
Q9H2C1	GO:0000785; GO:0000977; GO:0000981; GO:0005634; GO:0006357; GO:0021527; GO:0021702; GO:0021766; GO:0021846; GO:0021879; GO:0021937; GO:0030182; GO:0045893; GO:0046872; GO:1990837	IPR009057;IPR017970;IPR001356;IPR001781;
Q9H2D6	GO:0005634; GO:0005737; GO:0005815; GO:0005925; GO:0007015; GO:0007049; GO:0007605; GO:0015629; GO:0030047; GO:0030496; GO:0031267; GO:0031625; GO:0045159; GO:0051015; GO:0051016; GO:0051301; GO:0060088; GO:0120044; GO:1900026	IPR039597;IPR011993;IPR001849;
Q9H2F5	GO:0000122; GO:0005634; GO:0005654; GO:0006351; GO:0006357; GO:0031965; GO:0032777; GO:0035267; GO:0035886; GO:0040008; GO:0043231; GO:0043967; GO:0043968; GO:0045814; GO:0045892; GO:0045893; GO:0045944; GO:0070317	IPR024943;IPR019542;IPR009607;
Q9H2G4	GO:0000182; GO:0000785; GO:0003682; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006334; GO:0007049; GO:0008156; GO:0009966; GO:0030308; GO:0036498; GO:0042393; GO:0045786; GO:0045859	IPR037231;IPR002164;
Q9H2G9	GO:0000139; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0007030; GO:0019899; GO:0031625; GO:0043001	IPR027095;IPR013183;
Q9H2H0	GO:0005634; GO:0005737; GO:0007352; GO:0008270; GO:0008327; GO:0016055; GO:0030165; GO:0030178; GO:0031410	IPR040388;IPR002857;
Q9H2P0	GO:0000785; GO:0000981; GO:0003677; GO:0005634; GO:0010468; GO:0046872; GO:0090575	IPR038861;IPR009057;IPR001356;IPR013087;
Q9H2S9	GO:0000978; GO:0003700; GO:0005634; GO:0005654; GO:0006357; GO:0008270; GO:0016604; GO:0019904; GO:0032991; GO:0043425; GO:0045892; GO:0045944; GO:0051260	IPR036236;IPR013087;
Q9H2U1	GO:0000287; GO:0000781; GO:0000976; GO:0000978; GO:0001503; GO:0002151; GO:0002735; GO:0003678; GO:0003697; GO:0003723; GO:0003724; GO:0003725; GO:0003730; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006359; GO:0007283; GO:0008094; GO:0010494; GO:0010501; GO:0010628; GO:0016607; GO:0017148; GO:0030424; GO:0030425; GO:0031442; GO:0032206; GO:0032481; GO:0032727; GO:0034605; GO:0034644; GO:0035925; GO:0042826; GO:0043123; GO:0043204; GO:0043330; GO:0043488; GO:0044806; GO:0045087; GO:0045944; GO:0045995; GO:0048027; GO:0051607; GO:0051880; GO:0051891; GO:0060261; GO:0061003; GO:0061158; GO:0070034; GO:0070062; GO:0070883; GO:0090669; GO:1900153; GO:1901534; GO:1902064; GO:1903843; GO:1904358; GO:1904582; GO:2000767	IPR011545;IPR002464;IPR011709;IPR007502;IPR014001;IPR001650;IPR027417;
Q9H2W2	GO:0000785; GO:0000978; GO:0000981; GO:0000987; GO:0001085; GO:0001103; GO:0001228; GO:0001706; GO:0002244; GO:0005654; GO:0006357; GO:0007369; GO:0007492; GO:0007507; GO:0035987; GO:0042074; GO:0042803; GO:0045944; GO:0048565; GO:1901533; GO:1990837; GO:2000382	IPR009057;IPR017970;IPR001356;IPR042917;
Q9H2X6	GO:0000122; GO:0001102; GO:0001654; GO:0001934; GO:0003713; GO:0003714; GO:0004672; GO:0004674; GO:0004713; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006468; GO:0006978; GO:0007179; GO:0007224; GO:0007628; GO:0008284; GO:0009952; GO:0010842; GO:0016604; GO:0016605; GO:0018105; GO:0018107; GO:0019048; GO:0030182; GO:0030218; GO:0030511; GO:0030514; GO:0030578; GO:0032092; GO:0042771; GO:0043388; GO:0043524; GO:0045766; GO:0045893; GO:0045944; GO:0046330; GO:0046332; GO:0046790; GO:0048596; GO:0050882; GO:0051091; GO:0051726; GO:0060059; GO:0060235; GO:0060395; GO:0061072; GO:0071456; GO:0090575; GO:0097193; GO:0106310; GO:0106311; GO:1901796; GO:2000059	IPR011009;IPR000719;IPR017441;IPR008271;
Q9H2Y7	GO:0003723; GO:0005730; GO:0005829; GO:0008286; GO:0016020; GO:0016607; GO:0017124; GO:0046872	IPR015943;IPR001680;IPR017986;IPR036322;IPR042622;IPR013087;
Q9H2Z4	GO:0000785; GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0007275; GO:0030154	IPR009057;IPR017970;IPR001356;IPR020479;
Q9H305	GO:0005634; GO:0006915; GO:0033209; GO:0042771; GO:0046872; GO:0098560; GO:0098574	IPR006629;IPR037519;
Q9H334	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001046; GO:0001227; GO:0002903; GO:0005634; GO:0005654; GO:0006357; GO:0006974; GO:0010468; GO:0010595; GO:0010629; GO:0030316; GO:0032496; GO:0032651; GO:0032655; GO:0032680; GO:0032745; GO:0035019; GO:0036035; GO:0042116; GO:0042117; GO:0042118; GO:0043621; GO:0045655; GO:0045892; GO:0046872; GO:0048661; GO:0050681; GO:0050727; GO:0050861; GO:0060766; GO:0061470; GO:1900424; GO:1901256; GO:1901509; GO:1990837; GO:2000341	IPR001766;IPR032354;IPR030456;IPR036388;IPR036390;
Q9H3D4	GO:0000122; GO:0000785; GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0001501; GO:0001736; GO:0002039; GO:0002064; GO:0003677; GO:0003682; GO:0003684; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005791; GO:0006338; GO:0006357; GO:0006915; GO:0006974; GO:0007219; GO:0007283; GO:0007499; GO:0007569; GO:0008283; GO:0009954; GO:0010259; GO:0010481; GO:0010482; GO:0010838; GO:0030216; GO:0030425; GO:0030859; GO:0031069; GO:0032991; GO:0033147; GO:0035115; GO:0035116; GO:0036342; GO:0042475; GO:0042771; GO:0042802; GO:0042981; GO:0043281; GO:0043589; GO:0045617; GO:0045669; GO:0045747; GO:0045892; GO:0045893; GO:0045944; GO:0046872; GO:0048485; GO:0048807; GO:0050699; GO:0051262; GO:0051402; GO:0060197; GO:0060513; GO:0060529; GO:0061436; GO:0097371; GO:1900740; GO:1901796; GO:1902808; GO:1904674; GO:1904888; GO:2000271; GO:2000381; GO:2000773; GO:2001235	IPR008967;IPR012346;IPR011615;IPR036674;IPR010991;IPR002117;IPR001660;IPR013761;IPR032645;IPR037611;
Q9H3H1	GO:0003676; GO:0005524; GO:0005739; GO:0005759; GO:0006400; GO:0008270; GO:0052381; GO:0070900	IPR039657;IPR030666;IPR018022;IPR003604;IPR027417;IPR022755;IPR036236;
Q9H3H9	GO:0005634; GO:0050699	IPR021156;
Q9H3K6	GO:0005634; GO:0005737; GO:0005829; GO:0006879; GO:0035722; GO:0044571; GO:0051536; GO:0097428	IPR002634;IPR036065;
Q9H3M7	GO:0000122; GO:0004857; GO:0005634; GO:0005737; GO:0005758; GO:0005829; GO:0006606; GO:0007049; GO:0009612; GO:0009749; GO:0015031; GO:0030216; GO:0031625; GO:0032355; GO:0032570; GO:0035590; GO:0042127; GO:0042493; GO:0042542; GO:0043065; GO:0048008; GO:0051592; GO:0051782; GO:0071228	IPR011021;IPR014752;IPR011022;IPR014756;
Q9H3M9	GO:0004843; GO:0005634; GO:0005829; GO:0016579	IPR033865;IPR006155;IPR003903;
Q9H3P2	GO:0005654; GO:0005829; GO:0006366; GO:0006368; GO:0007275; GO:0016604; GO:0032021; GO:0034244; GO:0050434	IPR037517;
Q9H3R0	GO:0000785; GO:0003682; GO:0005634; GO:0005654; GO:0006338; GO:0006357; GO:0008270; GO:0008284; GO:0010628; GO:0019899; GO:0032452; GO:0032454; GO:0033169; GO:0045666; GO:0050681; GO:0051864; GO:0060765; GO:0070544	IPR034732;IPR003347;IPR003349;IPR040477;IPR002999;IPR011011;IPR001965;IPR013083;
Q9H3S1	GO:0001525; GO:0001755; GO:0005615; GO:0005886; GO:0005887; GO:0007411; GO:0008360; GO:0010594; GO:0016525; GO:0030215; GO:0030335; GO:0045063; GO:0045499; GO:0048843; GO:0050919; GO:0071526; GO:1904891; GO:1905704	IPR002165;IPR016201;IPR001627;IPR036352;IPR027231;IPR015943;
Q9H422	GO:0004672; GO:0004674; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006468; GO:0006915; GO:0009299; GO:0016604; GO:0016605; GO:0018105; GO:0018107; GO:0043066; GO:0043508; GO:0106310; GO:0106311	IPR011009;IPR000719;IPR017441;IPR008271;
Q9H4B4	GO:0000082; GO:0000086; GO:0000122; GO:0000278; GO:0000302; GO:0000922; GO:0002039; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005795; GO:0005813; GO:0006468; GO:0006915; GO:0006970; GO:0006974; GO:0006977; GO:0007093; GO:0007113; GO:0009314; GO:0030425; GO:0031122; GO:0032465; GO:0043025; GO:0043066; GO:0043491; GO:0044819; GO:0051302; GO:0090166; GO:0090316; GO:0106310; GO:0106311; GO:1901796; GO:1904716; GO:2000777	IPR011009;IPR042703;IPR033701;IPR033695;IPR000959;IPR036947;IPR000719;IPR017441;IPR008271;IPR020658;
Q9H4B6	GO:0001942; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0005911; GO:0006915; GO:0007165; GO:0030159; GO:0030216; GO:0030425; GO:0031697; GO:0035329; GO:0042802; GO:0043065; GO:0043113; GO:0045600; GO:0046332; GO:0050680; GO:0050821; GO:0051091; GO:0060044; GO:0060412; GO:0060487; GO:0060575; GO:0070699; GO:2000036	IPR011524;IPR030030;IPR001202;IPR036020;
Q9H4I2	GO:0000122; GO:0000785; GO:0000977; GO:0000981; GO:0003700; GO:0005634; GO:0005654; GO:0006357; GO:0030154; GO:0042803; GO:0045669; GO:0045892; GO:0046872; GO:0046982	IPR009057;IPR001356;IPR024578;IPR041057;IPR036236;IPR013087;
Q9H4L7	GO:0000018; GO:0000729; GO:0000792; GO:0003677; GO:0003678; GO:0003682; GO:0005524; GO:0005634; GO:0005654; GO:0006338; GO:0008094; GO:0035861; GO:0043044; GO:0043130; GO:0043596; GO:0051304; GO:0070615; GO:0070932; GO:0070933	IPR003892;IPR014001;IPR001650;IPR027417;IPR038718;IPR000330;
Q9H4M7	GO:0005546; GO:0005737; GO:0005886; GO:0006661; GO:0031234; GO:0032266; GO:0042802; GO:0043325; GO:0080025; GO:0090263; GO:2000096	IPR011993;IPR001849;IPR040392;
Q9H4P4	GO:0000209; GO:0004842; GO:0005128; GO:0005135; GO:0005829; GO:0006914; GO:0008270; GO:0008285; GO:0010498; GO:0016567; GO:0019904; GO:0030336; GO:0030971; GO:0031267; GO:0042802; GO:0043408; GO:0045619; GO:0045637; GO:0045732; GO:0048471; GO:0051091; GO:0051865; GO:0051896; GO:0061630; GO:0071782; GO:0097191; GO:1901525; GO:2000114; GO:2000377; GO:2000379	IPR015036;IPR037255;IPR008974;IPR001841;IPR013083;IPR017907;IPR013010;
Q9H4Q3	GO:0003677; GO:0005634; GO:0008168; GO:0010468; GO:0032259; GO:0046872	IPR044407;IPR001214;IPR036236;IPR013087;
Q9H4Q4	GO:0000122; GO:0003677; GO:0005634; GO:0005654; GO:0008168; GO:0010468; GO:0019233; GO:0022008; GO:0031175; GO:0032259; GO:0046872; GO:0050965; GO:0051574; GO:1900111; GO:1990226	IPR044406;IPR001214;IPR036236;IPR013087;IPR017126;
Q9H4R4	GO:0000118; GO:0000122; GO:0003714; GO:0017053; GO:0035257; GO:0042826; GO:0046966	IPR031557;
Q9H4S2	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0006357; GO:0007417; GO:0021527; GO:0021854; GO:0021984; GO:0030182; GO:0043565; GO:0045944; GO:0048663; GO:1990837	IPR009057;IPR017970;IPR001356;IPR020479;
Q9H4T2	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872; GO:1990837	IPR003309;IPR038269;IPR036236;IPR013087;
Q9H4W6	GO:0000785; GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0007275; GO:0045893; GO:0046872; GO:0046983	IPR032200;IPR038173;IPR032201;IPR038006;IPR036638;IPR013783;IPR014756;IPR002909;IPR003523;IPR018350;
Q9H4X1	GO:0001100; GO:0001818; GO:0001819; GO:0001937; GO:0003331; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005813; GO:0005829; GO:0006956; GO:0006977; GO:0008285; GO:0010628; GO:0010718; GO:0016525; GO:0019901; GO:0030295; GO:0032967; GO:0043537; GO:0045737; GO:0045840; GO:0045944; GO:0051091; GO:0051496; GO:0070412; GO:0071158; GO:0071456; GO:0071850; GO:0072537; GO:0090272; GO:1900087; GO:1901203; GO:1901991; GO:2000048; GO:2000353; GO:2000573	IPR029252;
